MSZoning,LotAreaInThousand,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSFInHundred,1stFlrSF,2ndFlrSFInHundred,2ndFlrSF,Functional,GarageType,GarageAreaInHundreds,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice,SalesPriceInThousand
RM,6.882,6882,Reg,AllPub,1Fam,2Story,6,7,1914,GasA,Y,SBrkr,7.73,773,5.82,582,Typ,NA,0,0,Y,2007,WD,Normal,127000,127
RL,3.696,3696,Reg,AllPub,TwnhsE,1Story,8,5,1986,GasA,Y,SBrkr,10.88,1088,0,0,Typ,Attchd,4.61,461,Y,2007,WD,Normal,170000,170
RM,6,6000,Reg,AllPub,1Fam,1.5Fin,4,6,1936,GasA,Y,SBrkr,7.57,757,5.67,567,Typ,Detchd,2.4,240,Y,2009,WD,Normal,128000,128
RL,11.88,11880,IR1,AllPub,1Fam,1Story,7,5,1978,GasA,Y,SBrkr,16.01,1601,0,0,Typ,Attchd,4.78,478,Y,2009,COD,Abnorml,157000,157
RL,8.4,8400,Reg,AllPub,1Fam,1Story,2,5,1920,GasA,N,FuseF,4.38,438,0,0,Typ,Detchd,2.46,246,N,2009,WD,Normal,60000,60
RL,9.758,9758,IR1,AllPub,1Fam,1Story,5,5,1971,GasA,Y,SBrkr,9.5,950,0,0,Typ,Detchd,2.8,280,Y,2007,WD,Normal,119500,119.5
RL,7,7000,Reg,AllPub,1Fam,1Story,5,7,1960,GasA,Y,SBrkr,11.34,1134,0,0,Typ,Attchd,2.54,254,Y,2007,WD,Family,135000,135
RL,8.91,8910,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,11.94,1194,0,0,Typ,BuiltIn,5.39,539,Y,2006,WD,Normal,159500,159.5
RM,2.016,2016,Reg,AllPub,TwnhsE,2Story,5,5,1970,GasA,Y,SBrkr,6.3,630,6.72,672,Typ,Detchd,4.4,440,Y,2007,WD,Normal,106000,106
RL,12.256,12256,IR1,AllPub,1Fam,2Story,8,5,1994,GasA,Y,SBrkr,15,1500,11.22,1122,Typ,Attchd,7.12,712,Y,2010,WD,Normal,325000,325
RL,10.357,10357,IR1,AllPub,1Fam,1Story,7,5,1990,GasA,Y,SBrkr,14.42,1442,0,0,Typ,Attchd,7.19,719,Y,2007,WD,Normal,179900,179.9
RL,23.257,23257,IR3,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,8.87,887,11.34,1134,Typ,BuiltIn,4.22,422,Y,2006,New,Partial,274725,274.725
RL,8.063,8063,Reg,AllPub,1Fam,2Story,6,5,2000,GasA,Y,SBrkr,9.48,948,7.42,742,Typ,Attchd,4.63,463,Y,2007,WD,Abnorml,181000,181
RL,11.362,11362,IR1,AllPub,1Fam,1Story,8,5,2004,GasA,Y,SBrkr,18.36,1836,0,0,Typ,Attchd,8.62,862,Y,2009,WD,Normal,280000,280
RL,8,8000,Reg,AllPub,1Fam,2Story,6,5,1995,GasA,Y,SBrkr,7.73,773,8.85,885,Typ,Attchd,4.31,431,Y,2008,WD,Normal,188000,188
RL,10.48,10480,Reg,AllPub,1Fam,2Story,7,6,1976,GasA,Y,SBrkr,10.98,1098,8.66,866,Typ,Attchd,4.83,483,Y,2008,WD,Normal,205000,205
RL,7.1,7100,IR1,AllPub,1Fam,1Story,5,7,1957,GasA,Y,FuseA,8.16,816,0,0,Typ,Detchd,3.08,308,Y,2006,WD,Normal,129900,129.9
RL,8.923,8923,Reg,AllPub,1Fam,1Story,5,7,1953,GasA,Y,SBrkr,10.08,1008,0,0,Typ,Attchd,2.4,240,Y,2007,WD,Normal,134500,134.5
RL,5.4,5400,Reg,AllPub,1Fam,1Story,5,7,1954,GasA,Y,SBrkr,8.33,833,0,0,Typ,Detchd,3.26,326,Y,2006,WD,Normal,117000,117
RL,12.085,12085,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,17.34,1734,0,0,Typ,Attchd,9.28,928,Y,2007,New,Partial,318000,318
RL,7.75,7750,Reg,AllPub,1Fam,SLvl,8,5,2002,GasA,Y,SBrkr,7.79,779,6.4,640,Typ,BuiltIn,5.27,527,Y,2009,WD,Normal,184100,184.1
RL,9.764,9764,IR1,AllPub,1Fam,1Story,5,7,1967,GasA,Y,SBrkr,8.94,894,0,0,Typ,Attchd,4.5,450,Y,2008,WD,Normal,130000,130
RL,13.825,13825,Reg,AllPub,1Fam,SLvl,5,6,1958,GasA,Y,SBrkr,10.21,1021,5.8,580,Min2,BuiltIn,3,300,Y,2008,WD,Normal,140000,140
RL,7.56,7560,Reg,AllPub,1Fam,1Story,5,5,1959,GasA,Y,FuseA,10.4,1040,0,0,Typ,Attchd,2.86,286,Y,2006,WD,Normal,133700,133.7
RM,8.263,8263,Reg,AllPub,1Fam,1Story,6,5,1920,GasA,Y,FuseA,10.12,1012,0,0,Typ,Detchd,3.08,308,Y,2007,WD,Normal,118400,118.4
RL,10.084,10084,Reg,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,15.52,1552,0,0,Typ,Attchd,7.82,782,Y,2006,New,Partial,212900,212.9
RL,8.926,8926,IR1,AllPub,1Fam,1Story,4,3,1956,GasA,Y,FuseA,9.6,960,0,0,Typ,Basment,2.88,288,Y,2009,COD,Abnorml,112000,112
RL,9.405,9405,Reg,AllPub,1Fam,1Story,5,9,1947,GasA,Y,SBrkr,6.98,698,0,0,Typ,NA,0,0,Y,2009,WD,Normal,118000,118
RL,9.125,9125,IR1,AllPub,1Fam,SLvl,7,5,1992,GasA,Y,SBrkr,8.12,812,6.7,670,Typ,Attchd,3.92,392,Y,2007,WD,Normal,163900,163.9
RL,10.434,10434,Reg,AllPub,1Fam,1Story,4,5,1955,GasA,Y,SBrkr,10.05,1005,0,0,Typ,Detchd,6.72,672,Y,2009,WD,Normal,115000,115
RL,3.684,3684,Reg,AllPub,TwnhsE,1Story,7,5,2007,GasA,Y,SBrkr,15.55,1555,0,0,Typ,Attchd,6.6,660,Y,2009,WD,Normal,174000,174
RL,14.572,14572,IR3,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,15.3,1530,0,0,Typ,Attchd,6.3,630,Y,2007,WD,Family,259000,259
RL,11.796,11796,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,8.47,847,11.12,1112,Typ,BuiltIn,4.34,434,Y,2007,WD,Normal,215000,215
RM,7.2,7200,Reg,AllPub,Duplex,SFoyer,5,5,1980,GasA,Y,SBrkr,9.36,936,0,0,Typ,Detchd,6.72,672,Y,2007,WD,Normal,140000,140
RL,7.804,7804,Reg,AllPub,1Fam,1.5Fin,4,3,1928,GasA,Y,SBrkr,13.28,1328,6.53,653,Min2,Detchd,5.76,576,Y,2009,WD,Normal,135000,135
RL,10.712,10712,Reg,AllPub,1Fam,1Story,5,5,1991,GasA,Y,SBrkr,9.74,974,0,0,Typ,NA,0,0,Y,2007,Oth,Abnorml,93500,93.5
RM,9.9,9900,Reg,AllPub,1Fam,2Story,6,4,1880,GasW,Y,SBrkr,11.78,1178,10.32,1032,Typ,Detchd,2.05,205,N,2007,WD,Normal,117500,117.5
RL,9.828,9828,IR1,AllPub,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,11.42,1142,8.78,878,Typ,Attchd,4.66,466,Y,2009,WD,Normal,239500,239.5
RL,8.773,8773,IR1,AllPub,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,9.16,916,6.84,684,Typ,Attchd,4.6,460,Y,2007,WD,Normal,169000,169
RM,6.18,6180,Reg,AllPub,1Fam,1Story,6,5,1926,GasA,N,SBrkr,9.86,986,0,0,Typ,Detchd,1.8,180,Y,2007,WD,Normal,102000,102
RL,9.6,9600,Reg,AllPub,1Fam,1.5Fin,6,5,1950,GasA,Y,FuseA,10.32,1032,2.2,220,Typ,Attchd,2.88,288,Y,2008,WD,Abnorml,119000,119
RL,6.342,6342,Reg,AllPub,1Fam,1.5Fin,5,8,1875,GasA,N,SBrkr,7.8,780,2.4,240,Typ,NA,0,0,N,2010,WD,Normal,94000,94
RL,9.819,9819,IR1,AllPub,1Fam,1Story,6,5,1977,GasA,Y,SBrkr,15.67,1567,0,0,Typ,Attchd,7.14,714,Y,2009,WD,Normal,196000,196
RL,8.731,8731,IR1,AllPub,1Fam,1Story,5,5,1920,GasA,Y,SBrkr,11.67,1167,0,0,Maj1,Detchd,4.95,495,Y,2007,WD,Normal,144000,144
RL,7.35,7350,Reg,AllPub,1Fam,1Story,5,7,1951,GasA,Y,SBrkr,9.52,952,0,0,Typ,Detchd,8.4,840,Y,2008,COD,Abnorml,139000,139
RL,10.304,10304,IR1,AllPub,1Fam,2Story,5,7,1976,GasA,Y,SBrkr,10.88,1088,7.8,780,Typ,Attchd,4.84,484,Y,2009,WD,Normal,197500,197.5
RL,9.965,9965,Reg,AllPub,1Fam,2Story,8,5,2006,GasA,Y,SBrkr,14.66,1466,13.62,1362,Typ,BuiltIn,10.52,1052,Y,2007,New,Partial,424870,424.87
RL,9,9000,Reg,AllPub,1Fam,1Story,5,3,1959,GasA,Y,SBrkr,10.06,1006,0,0,Typ,NA,0,0,Y,2008,WD,Normal,80000,80
RL,12.18,12180,Reg,AllPub,2fmCon,1.5Fin,4,4,1941,Grav,N,FuseA,6.72,672,2.52,252,Typ,Detchd,2.8,280,Y,2010,WD,Normal,80000,80
RM,6.24,6240,Reg,AllPub,1Fam,1.5Fin,5,6,1928,GasA,Y,SBrkr,10.42,1042,5.34,534,Typ,Detchd,2.25,225,Y,2006,WD,Family,149000,149
RL,11.2,11200,Reg,AllPub,1Fam,1Story,6,5,1985,GasA,Y,SBrkr,12.98,1298,0,0,Typ,Attchd,4.03,403,Y,2006,WD,Normal,180000,180
RL,12,12000,Reg,AllPub,1Fam,2Story,7,7,1941,GasA,Y,SBrkr,8.6,860,7.04,704,Typ,Attchd,2.34,234,Y,2009,WD,Normal,174500,174.5
RM,5.7,5700,Reg,AllPub,1Fam,1.5Fin,7,7,1926,GasA,Y,SBrkr,5.72,572,5.39,539,Typ,Detchd,2.88,288,Y,2008,WD,Normal,116900,116.9
RM,9,9000,Reg,AllPub,1Fam,2Story,7,9,1920,GasA,Y,SBrkr,8.32,832,6.5,650,Typ,Detchd,3.24,324,Y,2009,WD,Normal,143000,143
RL,8.28,8280,IR1,AllPub,1Fam,1Story,6,5,1950,GasA,Y,FuseA,9.32,932,0,0,Typ,Attchd,3.06,306,Y,2007,WD,Normal,124000,124
RL,17.755,17755,Reg,AllPub,1Fam,1Story,5,4,1959,GasA,Y,SBrkr,14.66,1466,0,0,Typ,Attchd,5.28,528,Y,2006,WD,Normal,149900,149.9
RL,14.115,14115,IR1,AllPub,1Fam,1Story,6,7,1956,GasA,Y,SBrkr,18.11,1811,0,0,Typ,Attchd,4.7,470,Y,2006,WD,Abnorml,230000,230
RM,5.89,5890,Reg,AllPub,1Fam,1Story,6,8,1930,GasA,Y,SBrkr,8.16,816,0,0,Typ,Detchd,4.32,432,Y,2008,WD,Normal,120500,120.5
RL,13.7,13700,IR1,AllPub,1Fam,2Story,7,6,1965,GasA,Y,SBrkr,9.02,902,9.18,918,Typ,Attchd,4.92,492,Y,2008,WD,Normal,201800,201.8
RL,10.768,10768,IR1,AllPub,1Fam,1Story,5,8,1976,GasA,Y,SBrkr,14.37,1437,0,0,Typ,Attchd,5.28,528,Y,2007,WD,Normal,218000,218
RL,9.35,9350,Reg,AllPub,1Fam,SLvl,5,8,1965,GasA,Y,SBrkr,12.65,1265,0,0,Typ,Attchd,5.02,502,Y,2008,WD,Normal,179900,179.9
RL,5.001,5001,IR1,AllPub,Twnhs,1Story,7,5,2007,GasA,Y,SBrkr,13.14,1314,0,0,Typ,Attchd,6.26,626,Y,2009,WD,Normal,230000,230
RL,11.932,11932,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,15.8,1580,0,0,Typ,Attchd,8.3,830,Y,2008,ConLD,Partial,235128,235.128
RL,9.12,9120,Reg,AllPub,1Fam,2Story,6,6,1974,GasA,Y,SBrkr,9.43,943,9.33,933,Typ,Attchd,5.4,540,Y,2008,WD,Normal,185000,185
RL,2.28,2280,Reg,AllPub,Twnhs,2Story,6,5,1978,GasA,Y,SBrkr,8.55,855,6.01,601,Typ,Attchd,4.4,440,Y,2010,WD,Normal,146000,146
RL,14.778,14778,IR1,AllPub,1Fam,1Story,6,7,1954,GasA,Y,SBrkr,16.4,1640,0,0,Typ,Detchd,9.24,924,Y,2008,WD,Normal,224000,224
RL,8.724,8724,Reg,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,8.94,894,0,0,Typ,Attchd,4.5,450,Y,2007,WD,Normal,129000,129
RL,12.9,12900,Reg,AllPub,Duplex,SFoyer,4,4,1969,GasA,Y,SBrkr,12.58,1258,0,0,Typ,CarPort,4,400,Y,2008,WD,Alloca,108959,108.959
RL,16.157,16157,IR1,AllPub,1Fam,SLvl,5,7,1978,GasA,Y,SBrkr,14.32,1432,0,0,Typ,Attchd,5.88,588,Y,2007,WD,Normal,194000,194
RL,9.541,9541,IR1,AllPub,1Fam,1Story,7,5,2009,GasA,Y,SBrkr,15.02,1502,0,0,Typ,Attchd,6.44,644,Y,2009,New,Partial,233170,233.17
RL,10.475,10475,IR1,AllPub,1Fam,1Story,8,5,2008,GasA,Y,SBrkr,16.94,1694,0,0,Typ,Attchd,7.76,776,Y,2010,WD,Normal,245350,245.35
RL,10.852,10852,IR1,AllPub,1Fam,2Story,6,5,2000,GasA,Y,SBrkr,9.59,959,7.12,712,Typ,Attchd,4.72,472,Y,2006,WD,Normal,173000,173
RL,13.728,13728,Reg,AllPub,1Fam,2Story,6,7,1935,GasA,Y,SBrkr,12.36,1236,8.72,872,Typ,Basment,5.4,540,Y,2008,WD,Normal,235000,235
RL,35.76,35760,IR1,AllPub,1Fam,2Story,10,5,1995,GasA,Y,SBrkr,18.31,1831,17.96,1796,Typ,Attchd,8.07,807,Y,2006,WD,Normal,625000,625
RL,9.88,9880,Reg,AllPub,1Fam,SLvl,6,6,1977,GasA,Y,SBrkr,11.18,1118,0,0,Typ,Attchd,3.58,358,Y,2008,WD,Normal,171000,171
RL,9.12,9120,Reg,AllPub,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,12.61,1261,0,0,Typ,Attchd,4.33,433,Y,2008,WD,Normal,163000,163
FV,4.017,4017,IR1,AllPub,TwnhsE,2Story,7,5,2006,GasA,Y,SBrkr,6.25,625,6.25,625,Typ,Detchd,6.25,625,Y,2008,WD,Normal,171900,171.9
RL,18.03,18030,IR1,AllPub,1Fam,1.5Fin,5,6,1946,GasA,Y,SBrkr,16.36,1636,9.71,971,Maj1,NA,0,0,Y,2007,WD,Normal,200500,200.5
RL,16.56,16560,IR1,AllPub,1Fam,2Story,6,8,1932,GasA,Y,SBrkr,11.7,1170,11.75,1175,Typ,Detchd,3.6,360,Y,2006,WD,Normal,239000,239
RL,10.678,10678,Reg,AllPub,1Fam,1.5Fin,8,5,1992,GasA,Y,SBrkr,21.29,2129,7.43,743,Typ,Attchd,5.41,541,Y,2007,WD,Normal,285000,285
RL,6.951,6951,IR1,AllPub,1Fam,1Story,5,5,1984,GasA,Y,SBrkr,9.23,923,0,0,Typ,Attchd,2.64,264,Y,2008,WD,Normal,119500,119.5
RM,3.95,3950,Reg,AllPub,1Fam,1.5Fin,6,8,1926,GasA,Y,SBrkr,8.18,818,4.06,406,Typ,Detchd,2.1,210,N,2009,WD,Normal,115000,115
RL,7.681,7681,IR1,AllPub,1Fam,1.5Fin,5,6,1921,GasA,Y,SBrkr,8.2,820,5.23,523,Typ,Detchd,1.86,186,Y,2009,WD,Normal,154900,154.9
RL,8.335,8335,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,11.24,1124,0,0,Min2,NA,0,0,N,2006,WD,Normal,93000,93
RL,11.17,11170,IR2,AllPub,1Fam,2Story,7,5,1990,GasA,Y,SBrkr,12.98,1298,12.16,1216,Typ,Attchd,6.93,693,Y,2006,WD,Normal,250000,250
RM,5.587,5587,IR1,AllPub,TwnhsE,1Story,8,5,2008,GasA,Y,SBrkr,16.52,1652,0,0,Typ,Attchd,4.82,482,Y,2008,New,Partial,392500,392.5
RL,15.623,15623,IR1,AllPub,1Fam,2Story,10,5,1996,GasA,Y,SBrkr,24.11,2411,20.65,2065,Typ,Attchd,8.13,813,Y,2007,WD,Abnorml,745000,745
RL,10.8,10800,Reg,AllPub,1Fam,1Story,5,6,1920,GasA,Y,SBrkr,11.3,1130,0,0,Typ,Detchd,7.2,720,Y,2006,WD,Normal,120000,120
RL,35.133,35133,Reg,AllPub,1Fam,1Story,5,4,1963,GasA,Y,SBrkr,15.72,1572,0,0,Typ,2Types,9.95,995,Y,2007,WD,Normal,186700,186.7
RL,9.738,9738,Reg,AllPub,1Fam,1.5Fin,5,7,1924,GasA,Y,SBrkr,9.49,949,2.72,272,Typ,Attchd,3.92,392,Y,2006,WD,Normal,104900,104.9
RL,10.615,10615,IR1,AllPub,2fmCon,2Story,3,5,1900,GasA,Y,SBrkr,10.14,1014,6.85,685,Typ,CarPort,4.2,420,Y,2009,WD,Abnorml,95000,95
RL,12.461,12461,Reg,AllPub,1Fam,1Story,8,5,1994,GasA,Y,SBrkr,16.24,1624,0,0,Typ,Attchd,7.57,757,Y,2006,WD,Normal,262000,262
RL,8.935,8935,IR1,AllPub,1Fam,2Story,7,5,2002,GasA,Y,SBrkr,8.31,831,8.29,829,Typ,Attchd,4.93,493,Y,2009,WD,Normal,195000,195
RL,7.5,7500,Reg,AllPub,1Fam,2Story,7,5,1999,GasA,Y,SBrkr,10.28,1028,7.76,776,Typ,Attchd,4.42,442,Y,2010,WD,Normal,189000,189
RL,32.463,32463,Reg,AllPub,2fmCon,1Story,4,4,1961,GasA,Y,SBrkr,16.22,1622,0,0,Typ,2Types,13.56,1356,Y,2007,WD,Normal,168000,168
FV,2.645,2645,Reg,AllPub,Twnhs,2Story,8,5,1999,GasA,Y,SBrkr,7.64,764,6.77,677,Typ,Detchd,4.92,492,Y,2007,WD,Normal,174000,174
RM,9.6,9600,Reg,AllPub,1Fam,1.5Fin,5,8,1925,GasA,Y,SBrkr,8.42,842,6.3,630,Typ,Detchd,2.5,250,P,2007,WD,Normal,125000,125
RM,4.5,4500,Reg,AllPub,TwnhsE,1Story,6,5,1999,GasA,Y,SBrkr,12.24,1224,0,0,Typ,Attchd,4.02,402,Y,2009,WD,Normal,165000,165
RL,9.364,9364,Reg,AllPub,1Fam,2Story,6,7,1969,GasA,Y,SBrkr,6.63,663,6.89,689,Typ,Attchd,2.99,299,Y,2010,WD,Normal,158000,158
RL,8.029,8029,IR1,AllPub,1Fam,2Story,6,5,2005,GasA,Y,SBrkr,7.28,728,7.28,728,Typ,Attchd,4,400,Y,2008,WD,Normal,176000,176
RL,14.054,14054,IR1,AllPub,1Fam,2Story,7,5,2006,GasA,Y,SBrkr,8.79,879,9.84,984,Typ,BuiltIn,6.6,660,Y,2006,New,Partial,219210,219.21
RM,8.85,8850,IR1,AllPub,1Fam,2.5Unf,7,6,1916,GasA,Y,SBrkr,8.15,815,8.75,875,Typ,Detchd,2.25,225,Y,2006,ConLw,Normal,144000,144
RL,9.1,9100,Reg,AllPub,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,12.12,1212,0,0,Typ,Attchd,5.73,573,Y,2009,WD,Normal,178000,178
RL,11.235,11235,Reg,AllPub,1Fam,1Story,4,5,1963,GasA,Y,SBrkr,13.82,1382,0,0,Typ,Attchd,4.59,459,Y,2006,WD,Normal,148000,148
RL,9.353,9353,Reg,AllPub,1Fam,1Story,4,5,1970,GasA,Y,SBrkr,8.64,864,0,0,Typ,Attchd,2.8,280,Y,2006,Oth,Abnorml,116050,116.05
RL,10.4,10400,Reg,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,8.66,866,9.13,913,Typ,Attchd,5.46,546,Y,2009,WD,Normal,197900,197.9
RM,6,6000,Reg,AllPub,1Fam,1.5Fin,5,8,1925,GasA,Y,SBrkr,8.84,884,4.64,464,Typ,Detchd,2.16,216,N,2009,WD,Normal,117000,117
RL,9.75,9750,Reg,AllPub,1Fam,1Story,7,5,2000,GasA,Y,SBrkr,16.3,1630,0,0,Typ,Attchd,4.51,451,Y,2009,WD,Normal,213000,213
RL,10.14,10140,Reg,AllPub,1Fam,1Story,5,6,1975,GasA,Y,SBrkr,10.74,1074,0,0,Typ,Attchd,4.95,495,Y,2006,WD,Normal,153500,153.5
RL,14.684,14684,IR1,AllPub,1Fam,1Story,7,7,1990,GasA,Y,SBrkr,21.96,2196,0,0,Typ,Attchd,7.01,701,Y,2009,WD,Normal,271900,271.9
RH,8.9,8900,Reg,AllPub,1Fam,1Story,4,4,1966,GasA,Y,SBrkr,10.56,1056,0,0,Typ,Detchd,3.84,384,Y,2006,WD,Normal,107000,107
RL,9.135,9135,Reg,AllPub,1Fam,1Story,6,5,2003,GasA,Y,SBrkr,17,1700,0,0,Typ,Attchd,5.44,544,Y,2006,WD,Normal,200000,200
RL,7.763,7763,Reg,AllPub,1Fam,1Story,5,7,1962,GasA,Y,SBrkr,12.83,1283,0,0,Typ,Detchd,5.06,506,Y,2008,WD,Normal,140000,140
RL,10.182,10182,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,16.6,1660,0,0,Typ,Attchd,5,500,Y,2006,New,Partial,290000,290
RL,11.218,11218,Reg,AllPub,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,10.55,1055,7.9,790,Typ,Attchd,4.62,462,Y,2010,WD,Normal,189000,189
RL,12.134,12134,IR1,AllPub,1Fam,1.5Fin,8,7,1988,GasA,Y,SBrkr,10.8,1080,6.72,672,Typ,Basment,4.92,492,Y,2010,WD,Normal,164000,164
RL,9.34,9340,Reg,AllPub,1Fam,1Story,4,6,1941,GasA,Y,SBrkr,6.72,672,0,0,Typ,Attchd,2.34,234,N,2009,WD,Normal,113000,113
RL,10.246,10246,IR1,AllPub,1Fam,SLvl,4,9,1965,GasA,Y,SBrkr,9.6,960,0,0,Typ,Attchd,3.64,364,Y,2006,WD,Normal,145000,145
RL,10.205,10205,IR1,AllPub,1Fam,SFoyer,5,5,1962,GasA,Y,SBrkr,9.99,999,0,0,Typ,Attchd,3,300,Y,2006,WD,Normal,134500,134.5
RL,7.094,7094,IR1,AllPub,1Fam,1Story,5,5,1966,GasA,Y,SBrkr,8.94,894,0,0,Typ,Detchd,3.84,384,Y,2007,WD,Normal,125000,125
RM,8.93,8930,Reg,AllPub,Duplex,1.5Fin,6,5,1978,GasA,Y,SBrkr,13.18,1318,5.84,584,Typ,Attchd,5.39,539,Y,2010,WD,Normal,112000,112
FV,8.64,8640,Reg,AllPub,1Fam,1Story,8,5,2009,GasA,Y,SBrkr,13.14,1314,0,0,Typ,Attchd,5.52,552,Y,2009,New,Partial,229456,229.456
RM,6.24,6240,Reg,AllPub,1Fam,1.5Fin,4,5,1947,GasA,N,SBrkr,6.72,672,2.4,240,Typ,NA,0,0,N,2006,WD,Normal,80500,80.5
RM,1.68,1680,Reg,AllPub,Twnhs,2Story,6,5,1971,GasA,Y,SBrkr,6.72,672,5.46,546,Typ,NA,0,0,N,2006,WD,Abnorml,91500,91.5
RL,7.8,7800,IR1,AllPub,1Fam,1Story,5,5,1964,GasA,Y,SBrkr,9.12,912,0,0,Typ,Attchd,2.88,288,Y,2006,WD,Abnorml,115000,115
RL,8.25,8250,Reg,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,12.11,1211,0,0,Typ,Attchd,3.22,322,Y,2008,WD,Normal,134000,134
RL,10.496,10496,Reg,AllPub,1Fam,1.5Fin,6,6,1949,GasA,Y,SBrkr,11.68,1168,6.78,678,Typ,Attchd,3.15,315,Y,2007,WD,Normal,143000,143
RL,10.68,10680,Reg,AllPub,1Fam,1Story,5,3,1951,GasA,N,FuseA,21.36,2136,0,0,Mod,Detchd,5.28,528,Y,2006,WD,Normal,137900,137.9
RL,15.384,15384,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,7.88,788,7.02,702,Typ,Attchd,3.88,388,Y,2008,WD,Normal,184000,184
RL,10.482,10482,Reg,AllPub,1Fam,SLvl,6,8,1958,GasA,Y,SBrkr,11.38,1138,0,0,Typ,Attchd,2.64,264,Y,2007,WD,Normal,145000,145
RL,14.598,14598,IR1,AllPub,1Fam,2Story,6,5,2007,GasA,Y,SBrkr,8.94,894,10.39,1039,Typ,BuiltIn,6.68,668,Y,2008,WD,Normal,214000,214
RL,8.872,8872,Reg,AllPub,1Fam,1Story,5,8,1965,GasA,Y,SBrkr,9.12,912,0,0,Typ,Detchd,5.76,576,Y,2008,WD,Normal,147000,147
RL,8.769,8769,Reg,AllPub,TwnhsE,1Story,9,5,2008,GasA,Y,SBrkr,17.02,1702,0,0,Typ,Attchd,10.52,1052,Y,2008,New,Partial,367294,367.294
RL,7.91,7910,Reg,AllPub,1Fam,SLvl,5,5,1960,GasA,Y,SBrkr,15.07,1507,0,0,Maj1,Basment,4.04,404,Y,2008,WD,Normal,127000,127
RL,18.89,18890,IR1,AllPub,Duplex,1.5Fin,5,5,1977,GasA,Y,SBrkr,13.61,1361,12.59,1259,Typ,BuiltIn,6,600,N,2007,WD,Normal,190000,190
RL,7.728,7728,Reg,AllPub,Duplex,SLvl,5,6,1962,GasA,Y,SBrkr,11.9,1190,0,0,Typ,Attchd,5.4,540,Y,2006,WD,Normal,132500,132.5
RL,9.842,9842,Reg,AllPub,Duplex,1Story,4,5,1962,GasA,Y,SBrkr,12.24,1224,0,0,Typ,CarPort,4.62,462,Y,2007,WD,Normal,101800,101.8
RL,12.16,12160,IR1,AllPub,1Fam,1Story,5,5,1959,GasA,Y,SBrkr,11.88,1188,0,0,Typ,Attchd,5.31,531,Y,2010,COD,Abnorml,142000,142
RH,8.525,8525,Reg,AllPub,1Fam,2Story,5,6,1911,GasA,N,FuseA,10.24,1024,9.4,940,Typ,NA,0,0,N,2008,WD,Abnorml,130000,130
RL,13.132,13132,Reg,AllPub,1Fam,2Story,5,5,1914,GasA,Y,FuseF,8.92,892,8.92,892,Typ,Detchd,1.8,180,N,2006,WD,Normal,138887,138.887
RL,2.628,2628,Reg,AllPub,Twnhs,2Story,7,5,2003,GasA,Y,SBrkr,7.64,764,8.62,862,Typ,BuiltIn,4.74,474,Y,2010,WD,Normal,175500,175.5
RL,12.393,12393,IR2,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,8.47,847,11.01,1101,Typ,BuiltIn,4.34,434,Y,2006,WD,Normal,195000,195
RL,13.072,13072,Reg,AllPub,1Fam,1Story,6,5,2005,GasA,Y,SBrkr,11.41,1141,0,0,Typ,Detchd,4.84,484,Y,2006,WD,Abnorml,142500,142.5
RL,9.037,9037,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,14.84,1484,0,0,Typ,Attchd,4.72,472,Y,2007,WD,Normal,265900,265.9
RL,8.158,8158,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,8.84,884,8.84,884,Typ,Attchd,5.43,543,Y,2008,WD,Normal,224900,224.9
RL,9.849,9849,Reg,AllPub,1Fam,1Story,7,6,2007,GasA,Y,SBrkr,16.89,1689,0,0,Typ,Attchd,9.54,954,Y,2007,New,Partial,248328,248.328
RL,10.625,10625,Reg,AllPub,1Fam,SFoyer,7,6,1974,GasA,Y,SBrkr,11.73,1173,0,0,Typ,Attchd,5.28,528,Y,2010,WD,Family,170000,170
